Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Malta,441539,1/25/21,16861,3.82
Hungary,9660350,2/1/21,368710,3.82
Hungary,9660350,2/2/21,369288,3.82
Moldova,4033963,1/20/21,154118,3.82
Monaco,39244,2/1/21,1499,3.82
Germany,83783945,4/20/21,3198534,3.82
Kosovo,1932774,3/8/21,73735,3.81
Kosovo,1932774,3/9/21,73735,3.81
Kuwait,4270563,1/27/21,162862,3.81
Latvia,1886202,2/7/21,71800,3.81
Lebanon,6825442,1/19/21,260315,3.81
Italy,60461828,1/12/21,2303263,3.81
North America,592072204,12/29/20,22543792,3.81
Moldova,4033963,1/19/21,153506,3.81
Hungary,9660350,1/31/21,367586,3.81
Paraguay,7132530,4/27/21,271814,3.81
Poland,37846605,1/19/21,1443804,3.81
Qatar,2881060,7/28/20,109880,3.81
Romania,19237682,2/2/21,732732,3.81
Ukraine,43733759,3/26/21,1665001,3.81
Palestine,5101416,3/6/21,194548,3.81
Slovakia,5459643,1/10/21,208209,3.81
South America,430759772,2/7/21,16417234,3.81
South America,430759772,2/8/21,16433349,3.81
Cape Verde,555988,4/21/21,21179,3.81
Europe,748680069,1/21/21,28541770,3.81
Albania,2877800,3/3/21,109674,3.81
Argentina,45195777,1/10/21,1722217,3.81
Bosnia and Herzegovina,3280815,2/11/21,125123,3.81
Brazil,212559409,1/10/21,8105790,3.81
Belgium,11589616,11/1/20,441018,3.81
Denmark,5792203,3/13/21,220609,3.81
Colombia,50882884,1/19/21,1939071,3.81
Cyprus,875899,2/22/21,33391,3.81
Cyprus,875899,2/21/21,33260,3.8
Armenia,2963234,11/12/20,112680,3.8
Chile,19116209,1/31/21,727109,3.8
Denmark,5792203,3/12/21,219996,3.8
Bosnia and Herzegovina,3280815,2/10/21,124696,3.8
Brazil,212559409,1/9/21,8075998,3.8
Austria,9006400,12/22/20,342226,3.8
Belarus,9449321,4/30/21,358738,3.8
Ireland,4937796,1/24/21,187554,3.8
Israel,8655541,11/21/20,328551,3.8
Israel,8655541,11/22/20,329316,3.8
Kuwait,4270563,1/26/21,162282,3.8
Moldova,4033963,1/18/21,153112,3.8
Lithuania,2722291,12/17/20,103398,3.8
Maldives,540542,3/5/21,20565,3.8
Peru,32971846,2/18/21,1252137,3.8
Poland,37846605,1/18/21,1438914,3.8
Portugal,10196707,12/24/20,387636,3.8
Qatar,2881060,7/27/20,109597,3.8
San Marino,33938,11/16/20,1290,3.8
San Marino,33938,11/17/20,1290,3.8
North Macedonia,2083380,12/22/20,79190,3.8
Turkey,84339067,3/28/21,3208173,3.8
United Arab Emirates,9890400,2/23/21,375535,3.8
Poland,37846605,1/17/21,1435582,3.79
Qatar,2881060,7/26/20,109305,3.79
Romania,19237682,1/31/21,728743,3.79
Romania,19237682,2/1/21,730056,3.79
United States,331002647,11/23/20,12534684,3.79
South America,430759772,2/6/21,16309078,3.79
Spain,46754783,12/16/20,1773290,3.79
Panama,4314768,11/28/20,163453,3.79
Bahrain,1701583,9/19/20,64499,3.79
Argentina,45195777,1/9/21,1714409,3.79
Costa Rica,5094114,1/29/21,193276,3.79
Costa Rica,5094114,1/30/21,193276,3.79
Costa Rica,5094114,1/31/21,193276,3.79
Cyprus,875899,2/20/21,33153,3.79
Estonia,1326539,2/11/21,50280,3.79
European Union,444919060,1/10/21,16853987,3.79
France,68147687,12/24/20,2584333,3.79
Bosnia and Herzegovina,3280815,2/9/21,124443,3.79
Bulgaria,6948445,3/8/21,263303,3.79
Denmark,5792203,3/11/21,219351,3.79
Luxembourg,625976,11/10/20,23710,3.79
Luxembourg,625976,11/11/20,23710,3.79
Israel,8655541,11/20/20,328129,3.79
Italy,60461828,1/11/21,2289021,3.79
Jordan,10203140,2/27/21,386496,3.79
Hungary,9660350,1/30/21,366279,3.79
Moldova,4033963,1/17/21,152854,3.79
Monaco,39244,1/31/21,1489,3.79
Kuwait,4270563,1/25/21,161777,3.79
Netherlands,17134873,12/16/20,650072,3.79
Israel,8655541,11/19/20,327355,3.78
Germany,83783945,4/19/21,3167137,3.78
Liechtenstein,38137,12/10/20,1441,3.78
Maldives,540542,3/4/21,20447,3.78
Kuwait,4270563,1/24/21,161285,3.78
Latvia,1886202,2/6/21,71320,3.78
Hungary,9660350,1/29/21,364909,3.78
Moldova,4033963,1/16/21,152640,3.78
Oman,5106622,4/29/21,193253,3.78
Oman,5106622,4/30/21,193253,3.78
Palestine,5101416,3/5/21,193029,3.78
Paraguay,7132530,4/26/21,269353,3.78
Peru,32971846,2/17/21,1244729,3.78
Poland,37846605,1/16/21,1429612,3.78
Qatar,2881060,7/25/20,109036,3.78
Romania,19237682,1/30/21,726918,3.78
South America,430759772,2/5/21,16277157,3.78
Switzerland,8654618,11/30/20,327072,3.78
Colombia,50882884,1/18/21,1923132,3.78
Costa Rica,5094114,1/28/21,192637,3.78
Austria,9006400,12/21/20,340373,3.78
Belarus,9449321,4/29/21,357233,3.78
Albania,2877800,3/2/21,108823,3.78
Bosnia and Herzegovina,3280815,2/8/21,124101,3.78
Chile,19116209,1/30/21,722900,3.78
Europe,748680069,1/20/21,28316681,3.78
European Union,444919060,1/9/21,16762320,3.77
Belarus,9449321,4/28/21,355924,3.77
Denmark,5792203,3/10/21,218489,3.77
Costa Rica,5094114,1/27/21,192066,3.77
Croatia,4105268,12/8/20,154852,3.77
Cyprus,875899,2/19/21,33046,3.77
Czechia,10708982,11/6/20,403497,3.77
Argentina,45195777,1/8/21,1703352,3.77
Brazil,212559409,1/8/21,8013708,3.77
Moldova,4033963,1/15/21,152263,3.77
Germany,83783945,4/18/21,3155522,3.77
North America,592072204,12/28/20,22314111,3.77
Ireland,4937796,1/23/21,186184,3.77
Israel,8655541,11/18/20,326585,3.77
Italy,60461828,1/10/21,2276491,3.77
Malta,441539,1/24/21,16658,3.77
Kuwait,4270563,1/23/21,160901,3.77
Oman,5106622,4/28/21,192326,3.77
Turkey,84339067,3/27/21,3179115,3.77
Ukraine,43733759,3/25/21,1646775,3.77
United Arab Emirates,9890400,2/22/21,372530,3.77
Spain,46754783,12/15/20,1762212,3.77
Qatar,2881060,7/24/20,108638,3.77
Peru,32971846,2/15/21,1238501,3.76
Peru,32971846,2/16/21,1238501,3.76
Poland,37846605,1/15/21,1422320,3.76
Portugal,10196707,12/23/20,383258,3.76
Qatar,2881060,7/23/20,108244,3.76
Romania,19237682,1/29/21,724250,3.76
North Macedonia,2083380,12/20/20,78305,3.76
North Macedonia,2083380,12/21/20,78434,3.76
Uruguay,3473727,4/8/21,130657,3.76
Slovakia,5459643,1/9/21,205236,3.76
South America,430759772,2/4/21,16194464,3.76
United Kingdom,67886004,1/1/21,2549693,3.76
Serbia,6804596,12/11/20,255758,3.76
Bosnia and Herzegovina,3280815,2/5/21,123434,3.76
Bosnia and Herzegovina,3280815,2/6/21,123434,3.76
Bosnia and Herzegovina,3280815,2/7/21,123434,3.76
France,68147687,12/23/20,2562615,3.76
Austria,9006400,12/20/20,338854,3.76
Chile,19116209,1/29/21,718749,3.76
Costa Rica,5094114,1/26/21,191345,3.76
Cyprus,875899,2/18/21,32935,3.76
Kosovo,1932774,3/6/21,72600,3.76
Kosovo,1932774,3/7/21,72600,3.76
Kuwait,4270563,1/22/21,160367,3.76
Moldova,4033963,1/14/21,151687,3.76
Monaco,39244,1/30/21,1475,3.76
Montenegro,628062,11/9/20,23608,3.76
Germany,83783945,4/17/21,3154305,3.76
Hungary,9660350,1/28/21,363450,3.76
Israel,8655541,11/17/20,325790,3.76
Jordan,10203140,2/26/21,383912,3.76
Israel,8655541,11/16/20,324961,3.75
Lebanon,6825442,1/18/21,255956,3.75
Hungary,9660350,1/27/21,361881,3.75
Liechtenstein,38137,12/9/20,1432,3.75
Maldives,540542,3/3/21,20280,3.75
Malta,441539,1/23/21,16542,3.75
Oman,5106622,4/27/21,191398,3.75
Palestine,5101416,3/4/21,191203,3.75
Panama,4314768,11/27/20,161744,3.75
Peru,32971846,2/14/21,1235298,3.75
Romania,19237682,1/28/21,721513,3.75
United Arab Emirates,9890400,2/21/21,370425,3.75
Spain,46754783,12/14/20,1751884,3.75
Colombia,50882884,1/17/21,1908413,3.75
Cyprus,875899,2/17/21,32828,3.75
Europe,748680069,1/19/21,28068453,3.75
Brazil,212559409,1/7/21,7961673,3.75
Bulgaria,6948445,3/7/21,260308,3.75
Albania,2877800,3/1/21,107931,3.75
Bahrain,1701583,9/18/20,63879,3.75
Belarus,9449321,4/27/21,354669,3.75
Austria,9006400,12/19/20,337209,3.74
Belarus,9449321,4/25/21,352950,3.74
Belarus,9449321,4/26/21,353846,3.74
Estonia,1326539,2/10/21,49605,3.74
European Union,444919060,1/8/21,16627703,3.74
France,68147687,12/22/20,2547577,3.74
Denmark,5792203,3/9/21,216482,3.74
Costa Rica,5094114,1/25/21,190745,3.74
Argentina,45195777,1/7/21,1690006,3.74
Cape Verde,555988,4/20/21,20781,3.74
Chile,19116209,1/28/21,714143,3.74
Bosnia and Herzegovina,3280815,2/3/21,122828,3.74
Bosnia and Herzegovina,3280815,2/4/21,122828,3.74
Bulgaria,6948445,3/6/21,259811,3.74
Israel,8655541,11/14/20,323463,3.74
Israel,8655541,11/15/20,324088,3.74
North America,592072204,12/27/20,22119816,3.74
Moldova,4033963,1/13/21,150946,3.74
Hungary,9660350,1/26/21,360877,3.74
Kuwait,4270563,1/21/21,159834,3.74
Germany,83783945,4/16/21,3134108,3.74
South America,430759772,2/3/21,16110634,3.74
North Macedonia,2083380,12/19/20,77949,3.74
Paraguay,7132530,4/25/21,267082,3.74
Poland,37846605,1/14/21,1414362,3.74
Qatar,2881060,7/22/20,107871,3.74
Romania,19237682,1/27/21,718612,3.74
Qatar,2881060,7/21/20,107430,3.73
Oman,5106622,4/26/21,190270,3.73
United States,331002647,11/22/20,12360235,3.73
Turkey,84339067,3/26/21,3149094,3.73
Ukraine,43733759,3/24/21,1630013,3.73
Bosnia and Herzegovina,3280815,2/2/21,122461,3.73
Denmark,5792203,3/8/21,215955,3.73
Cyprus,875899,2/16/21,32707,3.73
Armenia,2963234,11/11/20,110548,3.73
Netherlands,17134873,12/15/20,638801,3.73
Maldives,540542,3/2/21,20144,3.73
Ireland,4937796,1/22/21,184279,3.73
Israel,8655541,11/13/20,323171,3.73
Italy,60461828,1/9/21,2257866,3.73
Jordan,10203140,2/25/21,380268,3.73
Kuwait,4270563,1/20/21,159264,3.73
Latvia,1886202,2/5/21,70276,3.73
Hungary,9660350,1/25/21,360418,3.73
Hungary,9660350,1/24/21,359574,3.72
Malta,441539,1/22/21,16423,3.72
Kuwait,4270563,1/19/21,158822,3.72
Moldova,4033963,1/12/21,150138,3.72
Israel,8655541,11/11/20,321574,3.72
Israel,8655541,11/12/20,322410,3.72
United Arab Emirates,9890400,2/20/21,368175,3.72
South America,430759772,2/2/21,16011095,3.72
Paraguay,7132530,4/24/21,265296,3.72
Qatar,2881060,7/20/20,107037,3.72
Romania,19237682,1/26/21,715438,3.72
Albania,2877800,2/28/21,107167,3.72
Bosnia and Herzegovina,3280815,2/1/21,122199,3.72
Bulgaria,6948445,3/5/21,258385,3.72
Austria,9006400,12/18/20,334913,3.72
Belarus,9449321,4/24/21,351674,3.72
Europe,748680069,1/18/21,27865855,3.72
France,68147687,12/21/20,2535716,3.72
Colombia,50882884,1/16/21,1891034,3.72
Costa Rica,5094114,1/22/21,189308,3.72
Costa Rica,5094114,1/23/21,189308,3.72
Costa Rica,5094114,1/24/21,189308,3.72
Cyprus,875899,2/15/21,32626,3.72
Denmark,5792203,3/7/21,215528,3.72
Denmark,5792203,3/5/21,214621,3.71
Denmark,5792203,3/6/21,215015,3.71
Bahrain,1701583,9/17/20,63189,3.71
Belarus,9449321,4/23/21,350221,3.71
Argentina,45195777,1/6/21,1676171,3.71
Croatia,4105268,12/7/20,152239,3.71
Cyprus,875899,2/14/21,32513,3.71
Cape Verde,555988,4/19/21,20627,3.71
Chile,19116209,1/27/21,709888,3.71
France,68147687,12/20/20,2529756,3.71
Israel,8655541,11/10/20,320811,3.71
Hungary,9660350,1/23/21,358317,3.71
Germany,83783945,4/15/21,3110252,3.71
North America,592072204,12/26/20,21943667,3.71
Moldova,4033963,1/11/21,149662,3.71
Luxembourg,625976,11/9/20,23227,3.71
Kuwait,4270563,1/18/21,158244,3.71
Poland,37846605,1/13/21,1404905,3.71
Portugal,10196707,12/22/20,378656,3.71
Slovenia,2078932,12/1/20,77135,3.71
Palestine,5101416,3/3/21,189326,3.71
Panama,4314768,11/26/20,160287,3.71
North Macedonia,2083380,12/18/20,77134,3.7
Oman,5106622,4/25/21,188816,3.7
Turkey,84339067,3/25/21,3120013,3.7
South America,430759772,2/1/21,15925451,3.7
Spain,46754783,12/11/20,1730575,3.7
Spain,46754783,12/12/20,1730575,3.7
Spain,46754783,12/13/20,1730575,3.7
Peru,32971846,2/13/21,1220748,3.7
Qatar,2881060,7/19/20,106648,3.7
Romania,19237682,1/24/21,711010,3.7
Romania,19237682,1/25/21,712561,3.7
European Union,444919060,1/7/21,16461969,3.7
Austria,9006400,12/17/20,332828,3.7
Belgium,11589616,10/31/20,429229,3.7
Bosnia and Herzegovina,3280815,1/29/21,121497,3.7
Bosnia and Herzegovina,3280815,1/30/21,121497,3.7
Bosnia and Herzegovina,3280815,1/31/21,121497,3.7
Brazil,212559409,1/6/21,7873830,3.7
Chile,19116209,1/26/21,706500,3.7
Costa Rica,5094114,1/21/21,188477,3.7
Cyprus,875899,2/13/21,32390,3.7
Kosovo,1932774,3/5/21,71444,3.7
Lebanon,6825442,1/17/21,252812,3.7
Georgia,3989175,12/3/20,147636,3.7
Israel,8655541,11/9/20,320136,3.7
Italy,60461828,1/8/21,2237890,3.7
Hungary,9660350,1/22/21,356973,3.7
Maldives,540542,3/1/21,19979,3.7
Moldova,4033963,1/10/21,149391,3.7
Moldova,4033963,1/9/21,149093,3.7
Moldova,4033963,1/8/21,148669,3.69
Israel,8655541,11/8/20,319417,3.69
Jordan,10203140,2/24/21,376441,3.69
Kuwait,4270563,1/16/21,157399,3.69
Kuwait,4270563,1/17/21,157777,3.69
Malta,441539,1/21/21,16280,3.69
Netherlands,17134873,12/14/20,632085,3.69
Paraguay,7132530,4/23/21,263134,3.69
Poland,37846605,1/12/21,1395779,3.69
Portugal,10196707,12/21/20,376220,3.69
Qatar,2881060,7/18/20,106308,3.69
Romania,19237682,1/23/21,709194,3.69
San Marino,33938,11/13/20,1253,3.69
San Marino,33938,11/14/20,1253,3.69
San Marino,33938,11/15/20,1253,3.69
South America,430759772,1/31/21,15877836,3.69
United States,331002647,11/21/20,12213451,3.69
Ukraine,43733759,3/23/21,1615747,3.69
United Arab Emirates,9890400,2/19/21,365017,3.69
Cyprus,875899,2/12/21,32288,3.69
Belarus,9449321,4/22/21,348486,3.69
Denmark,5792203,3/3/21,213486,3.69
Denmark,5792203,3/4/21,214007,3.69
Europe,748680069,1/17/21,27656535,3.69
France,68147687,12/19/20,2516957,3.69
Albania,2877800,2/27/21,106215,3.69
Bosnia and Herzegovina,3280815,1/28/21,121194,3.69
Bosnia and Herzegovina,3280815,1/27/21,120864,3.68
Bulgaria,6948445,3/4/21,255381,3.68
Denmark,5792203,3/2/21,212912,3.68
Colombia,50882884,1/15/21,1870179,3.68
Costa Rica,5094114,1/20/21,187712,3.68
Belarus,9449321,4/21/21,347316,3.68
Argentina,45195777,1/5/21,1662730,3.68
Cape Verde,555988,4/18/21,20466,3.68
Chile,19116209,1/25/21,703178,3.68
Estonia,1326539,2/9/21,48809,3.68
Ireland,4937796,1/21/21,181922,3.68
Israel,8655541,11/6/20,318671,3.68
Israel,8655541,11/7/20,318883,3.68
Moldova,4033963,1/7/21,148294,3.68
Germany,83783945,4/14/21,3085142,3.68
Liechtenstein,38137,12/8/20,1404,3.68
Lithuania,2722291,12/16/20,100173,3.68
Kuwait,4270563,1/15/21,156964,3.68
Latvia,1886202,2/4/21,69400,3.68
Hungary,9660350,1/21/21,355662,3.68
Peru,32971846,2/12/21,1212309,3.68
Qatar,2881060,7/17/20,105898,3.68
Switzerland,8654618,11/27/20,318290,3.68
Switzerland,8654618,11/28/20,318290,3.68
Switzerland,8654618,11/29/20,318290,3.68
United Kingdom,67886004,12/31/20,2496235,3.68
Seychelles,98340,3/19/21,3616,3.68
Slovakia,5459643,1/8/21,201164,3.68
Spain,46754783,12/10/20,1720056,3.68
South America,430759772,1/30/21,15823179,3.67
Poland,37846605,1/11/21,1390385,3.67
Portugal,10196707,12/20/20,374121,3.67
Romania,19237682,1/22/21,706475,3.67
Turkey,84339067,3/24/21,3091282,3.67
Ukraine,43733759,3/22/21,1604183,3.67
Palestine,5101416,3/2/21,187309,3.67
Panama,4314768,11/25/20,158532,3.67
Europe,748680069,1/16/21,27500614,3.67
France,68147687,12/18/20,2499529,3.67
Costa Rica,5094114,1/19/21,186877,3.67
Cyprus,875899,2/11/21,32175,3.67
Bosnia and Herzegovina,3280815,1/26/21,120532,3.67
Brazil,212559409,1/5/21,7810400,3.67
Denmark,5792203,3/1/21,212380,3.67
Austria,9006400,12/16/20,330343,3.67
Bahrain,1701583,9/16/20,62484,3.67
Armenia,2963234,11/10/20,108687,3.67
Hungary,9660350,1/20/21,354252,3.67
Moldova,4033963,1/6/21,147871,3.67
North America,592072204,12/25/20,21705555,3.67
Israel,8655541,11/4/20,317410,3.67
Israel,8655541,11/5/20,317980,3.67
Italy,60461828,1/7/21,2220361,3.67
Kosovo,1932774,3/3/21,70853,3.67
Kosovo,1932774,3/4/21,70853,3.67
Kuwait,4270563,1/14/21,156434,3.66
Hungary,9660350,1/19/21,353276,3.66
Israel,8655541,11/3/20,316641,3.66
Liechtenstein,38137,12/6/20,1396,3.66
Liechtenstein,38137,12/7/20,1397,3.66
Maldives,540542,2/28/21,19793,3.66
North Macedonia,2083380,12/17/20,76251,3.66
United Arab Emirates,9890400,2/18/21,361877,3.66
Spain,46754783,12/9/20,1712101,3.66
Poland,37846605,1/10/21,1385522,3.66
Qatar,2881060,7/16/20,105477,3.66
Romania,19237682,1/21/21,703776,3.66
Serbia,6804596,12/10/20,249224,3.66
Uruguay,3473727,4/7/21,126987,3.66
Albania,2877800,2/26/21,105229,3.66
Bosnia and Herzegovina,3280815,1/25/21,120143,3.66
Croatia,4105268,12/6/20,150353,3.66
Cyprus,875899,2/10/21,32072,3.66
Czechia,10708982,11/5/20,391945,3.66
Belarus,9449321,4/20/21,345998,3.66
Chile,19116209,1/24/21,699110,3.66
Denmark,5792203,2/28/21,211883,3.66
Denmark,5792203,2/27/21,211420,3.65
Brazil,212559409,1/4/21,7753752,3.65
Europe,748680069,1/15/21,27315410,3.65
European Union,444919060,1/6/21,16237424,3.65
Argentina,45195777,1/4/21,1648940,3.65
Costa Rica,5094114,1/18/21,186016,3.65
Cyprus,875899,2/9/21,31959,3.65
Belarus,9449321,4/19/21,345110,3.65
Malta,441539,1/20/21,16129,3.65
Kuwait,4270563,1/13/21,155874,3.65
Lebanon,6825442,1/16/21,249158,3.65
North America,592072204,12/24/20,21590753,3.65
Israel,8655541,11/2/20,315795,3.65
Jordan,10203140,2/23/21,372417,3.65
Germany,83783945,4/13/21,3054025,3.65
Hungary,9660350,1/18/21,352703,3.65
Slovenia,2078932,11/30/20,75814,3.65
South America,430759772,1/29/21,15724104,3.65
Ukraine,43733759,3/21/21,1596201,3.65
Paraguay,7132530,4/22/21,260382,3.65
Peru,32971846,2/11/21,1203502,3.65
Poland,37846605,1/9/21,1376389,3.64
Portugal,10196707,12/19/20,370787,3.64
Qatar,2881060,7/15/20,104983,3.64
Romania,19237682,1/20/21,700898,3.64
Spain,46754783,12/7/20,1702328,3.64
Spain,46754783,12/8/20,1702328,3.64
Panama,4314768,11/24/20,156930,3.64
United States,331002647,11/20/20,12034177,3.64
Sweden,10099270,12/18/20,367120,3.64
Sweden,10099270,12/19/20,367120,3.64
Sweden,10099270,12/20/20,367120,3.64
Sweden,10099270,12/21/20,367120,3.64
Austria,9006400,12/15/20,327679,3.64
Belarus,9449321,4/18/21,344223,3.64
Estonia,1326539,2/8/21,48267,3.64
France,68147687,12/17/20,2483524,3.64
Denmark,5792203,2/26/21,210900,3.64
Bosnia and Herzegovina,3280815,1/22/21,119420,3.64
Bosnia and Herzegovina,3280815,1/23/21,119420,3.64
Bosnia and Herzegovina,3280815,1/24/21,119420,3.64
Brazil,212559409,1/3/21,7733746,3.64
Bulgaria,6948445,3/3/21,253183,3.64
Cyprus,875899,2/8/21,31864,3.64
Hungary,9660350,1/17/21,351828,3.64
Kosovo,1932774,3/2/21,70285,3.64
Kuwait,4270563,1/12/21,155335,3.64
Latvia,1886202,2/3/21,68658,3.64
Moldova,4033963,1/5/21,146921,3.64
Monaco,39244,1/28/21,1430,3.64
Monaco,39244,1/29/21,1430,3.64
Netherlands,17134873,12/13/20,623567,3.64
Israel,8655541,11/1/20,315007,3.64
Italy,60461828,1/6/21,2201945,3.64
Ireland,4937796,1/20/21,179324,3.63
Israel,8655541,10/30/20,314121,3.63
Israel,8655541,10/31/20,314349,3.63
Kuwait,4270563,1/11/21,154841,3.63
Maldives,540542,2/27/21,19597,3.63
Hungary,9660350,1/16/21,350587,3.63
Moldova,4033963,1/4/21,146309,3.63
Montenegro,628062,11/8/20,22805,3.63
Switzerland,8654618,11/26/20,313978,3.63
North Macedonia,2083380,12/16/20,75597,3.63
Oman,5106622,4/22/21,185278,3.63
Oman,5106622,4/23/21,185278,3.63
Oman,5106622,4/24/21,185278,3.63
Palestine,5101416,3/1/21,185336,3.63
Peru,32971846,2/10/21,1196778,3.63
Peru,32971846,2/9/21,1196778,3.63
Qatar,2881060,7/14/20,104533,3.63
Romania,19237682,1/19/21,697898,3.63
Slovakia,5459643,1/7/21,198184,3.63
Slovenia,2078932,11/29/20,75381,3.63
South America,430759772,1/28/21,15628556,3.63
Turkey,84339067,3/23/21,3061520,3.63
United Arab Emirates,9890400,2/17/21,358583,3.63
Seychelles,98340,3/18/21,3566,3.63
Colombia,50882884,1/14/21,1849101,3.63
Cyprus,875899,2/7/21,31759,3.63
Denmark,5792203,2/25/21,210370,3.63
Belarus,9449321,4/17/21,342923,3.63
Bosnia and Herzegovina,3280815,1/21/21,119206,3.63
Brazil,212559409,1/2/21,7716405,3.63
Bulgaria,6948445,3/2/21,252029,3.63
Chile,19116209,1/23/21,694647,3.63
Argentina,45195777,1/3/21,1640718,3.63
Armenia,2963234,11/9/20,107466,3.63
Albania,2877800,2/25/21,104313,3.62
Argentina,45195777,1/2/21,1634834,3.62
Denmark,5792203,2/24/21,209767,3.62
Costa Rica,5094114,1/15/21,184187,3.62
Costa Rica,5094114,1/16/21,184187,3.62
Costa Rica,5094114,1/17/21,184187,3.62
Europe,748680069,1/14/21,27069554,3.62
France,68147687,12/16/20,2465126,3.62
Bahrain,1701583,9/15/20,61643,3.62
Bosnia and Herzegovina,3280815,1/20/21,118717,3.62
Brazil,212559409,1/1/21,7700578,3.62
Moldova,4033963,1/3/21,145873,3.62
Israel,8655541,10/29/20,313441,3.62
Ukraine,43733759,3/20/21,1584972,3.62
Paraguay,7132530,4/21/21,257706,3.61
Poland,37846605,1/8/21,1365645,3.61
Qatar,2881060,7/13/20,104016,3.61
Romania,19237682,1/17/21,693644,3.61
Romania,19237682,1/18/21,695153,3.61
Panama,4314768,11/23/20,155658,3.61
Bosnia and Herzegovina,3280815,1/19/21,118383,3.61
Brazil,212559409,12/31/20,7675973,3.61
Cyprus,875899,2/6/21,31644,3.61
Argentina,45195777,1/1/21,1629594,3.61
Denmark,5792203,2/23/21,209244,3.61
Austria,9006400,12/14/20,325051,3.61
Belarus,9449321,4/16/21,341539,3.61
Chile,19116209,1/22/21,690066,3.61
Estonia,1326539,2/7/21,47928,3.61
European Union,444919060,1/5/21,16074925,3.61
Israel,8655541,10/27/20,312074,3.61
Israel,8655541,10/28/20,312797,3.61
Italy,60461828,1/5/21,2181619,3.61
Jordan,10203140,2/22/21,368278,3.61
Moldova,4033963,1/2/21,145694,3.61
Liechtenstein,38137,12/5/20,1378,3.61
Malta,441539,1/19/21,15942,3.61
Kuwait,4270563,1/10/21,154314,3.61
Hungary,9660350,1/15/21,349149,3.61
Germany,83783945,4/12/21,3024604,3.61
North America,592072204,12/23/20,21370324,3.61
Maldives,540542,2/26/21,19479,3.6
Israel,8655541,10/26/20,311187,3.6
Moldova,4033963,1/1/21,145258,3.6
Monaco,39244,1/27/21,1413,3.6
Germany,83783945,4/11/21,3012158,3.6
Kuwait,4270563,1/9/21,153900,3.6
Hungary,9660350,1/14/21,347636,3.6
Oman,5106622,4/21/21,183770,3.6
Palestine,5101416,2/28/21,183612,3.6
Peru,32971846,2/7/21,1186698,3.6
Peru,32971846,2/8/21,1186698,3.6
Portugal,10196707,12/18/20,366952,3.6
Qatar,2881060,7/12/20,103598,3.6
Turkey,84339067,3/22/21,3035338,3.6
South America,430759772,1/27/21,15527042,3.6
Spain,46754783,12/4/20,1684647,3.6
Spain,46754783,12/5/20,1684647,3.6
Spain,46754783,12/6/20,1684647,3.6
Argentina,45195777,12/31/20,1625514,3.6
Bosnia and Herzegovina,3280815,1/18/21,118083,3.6
Colombia,50882884,1/13/21,1831980,3.6
Costa Rica,5094114,1/14/21,183242,3.6
Cyprus,875899,2/5/21,31512,3.6
Denmark,5792203,2/21/21,208265,3.6
Denmark,5792203,2/22/21,208715,3.6
Belarus,9449321,4/15/21,340023,3.6
Belarus,9449321,4/14/21,338801,3.59
Bulgaria,6948445,3/1/21,249626,3.59
France,68147687,12/15/20,2447406,3.59
Albania,2877800,2/24/21,103327,3.59
Armenia,2963234,11/8/20,106424,3.59
Denmark,5792203,2/20/21,207769,3.59
Cape Verde,555988,4/16/21,19975,3.59
Cape Verde,555988,4/17/21,19975,3.59
Croatia,4105268,12/5/20,147454,3.59
Israel,8655541,10/25/20,310303,3.59
Kuwait,4270563,1/8/21,153473,3.59
Moldova,4033963,12/31/20,144818,3.59
Georgia,3989175,12/2/20,143376,3.59
Germany,83783945,4/10/21,3009452,3.59
Slovakia,5459643,1/6/21,196047,3.59
Poland,37846605,1/7/21,1356882,3.59
Romania,19237682,1/16/21,691488,3.59
North Macedonia,2083380,12/15/20,74732,3.59
Panama,4314768,11/22/20,154783,3.59
Ukraine,43733759,3/19/21,1569596,3.59
United Arab Emirates,9890400,2/16/21,355131,3.59
United Kingdom,67886004,12/30/20,2440206,3.59
United States,331002647,11/19/20,11835880,3.58
Paraguay,7132530,4/20/21,255046,3.58
Qatar,2881060,7/11/20,103128,3.58
Romania,19237682,1/15/21,688270,3.58
Switzerland,8654618,11/25/20,309469,3.58
South America,430759772,1/26/21,15429130,3.58
Spain,46754783,12/3/20,1675902,3.58
Oman,5106622,4/20/21,182693,3.58
Costa Rica,5094114,1/13/21,182156,3.58
Cyprus,875899,2/4/21,31379,3.58
Estonia,1326539,2/6/21,47512,3.58
Europe,748680069,1/13/21,26812318,3.58
Austria,9006400,12/13/20,322463,3.58
Bahrain,1701583,9/14/20,60965,3.58
Brazil,212559409,12/30/20,7619200,3.58
Chile,19116209,1/21/21,685107,3.58
Denmark,5792203,2/19/21,207305,3.58
Hungary,9660350,1/13/21,345710,3.58
Netherlands,17134873,12/12/20,613630,3.58
Maldives,540542,2/25/21,19346,3.58
Ireland,4937796,1/19/21,176839,3.58
Israel,8655541,10/23/20,309450,3.58
Israel,8655541,10/24/20,309696,3.58
Italy,60461828,1/4/21,2166244,3.58
Kuwait,4270563,1/7/21,152978,3.58
Kuwait,4270563,1/6/21,152438,3.57
Latvia,1886202,2/2/21,67427,3.57
North America,592072204,12/22/20,21115540,3.57
Germany,83783945,4/9/21,2990724,3.57
Israel,8655541,10/22/20,308601,3.57
Moldova,4033963,12/30/20,143841,3.57
